baseline,config,mean_baseline,mean_config,diff_means,t_stat,p_raw,cohens_d,p_holm,significant_0.05
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetFixedTagTemp_09_01,0.7727933333333336,0.8329366666666668,-0.060143333333333215,-4.314953897401841,6.31043058403035e-05,-1.114116305619341,0.000378625835041821,True
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetOriginal_9_01,0.7727933333333336,0.8322666666666666,-0.059473333333333045,-3.889150798836425,0.00026523383051743366,-1.00417441831885,0.0013261691525871683,True
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetTagFixedTam_09_01,0.7727933333333336,0.8073466666666668,-0.034553333333333214,-2.388911178294465,0.020174817732843946,-0.6168142139402134,0.08069927093137579,False
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetSeg2classes_17_01,0.7727933333333336,0.7990566666666665,-0.026263333333332972,-1.5479288319834492,0.12754679835010305,-0.3996735058257465,0.3826403950503091,False
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetSegYolo_09_01,0.7727933333333336,0.7660866666666667,0.006706666666666861,0.3786695366681612,0.7064865692589015,0.09777205394879114,0.9740154754603025,False
Vgg_AUG_CV_DatasetMarcadorMovidoFixo_09_01,Vgg_AUG_CV_DatasetSemMarcador_09_01,0.7727933333333336,0.7623533333333334,0.010440000000000116,0.699579039397885,0.48700773773015127,0.1806305312629194,0.9740154754603025,False
