Configuração,Acc_mean,Acc_std,Prec_mean,Prec_std,Rec_mean,Rec_std,F1_mean,F1_std,N_folds
Vgg_AUG_CV_DatasetTagFixedTam,0.8621433333333333,0.05194624582735075,0.8284533333333333,0.08507307734465053,0.8225199999999998,0.10238402349325147,0.8204,0.07031099961362139,30
Vgg_AUG_CV_DatasetOriginal,0.8952433333333333,0.033893673778777986,0.8634733333333333,0.0764661360051334,0.8776533333333333,0.10566123456068875,0.8625899999999999,0.053181740914214785,30
Vgg_AUG_CV_DatasetSegmentadoUnet,0.8404066666666667,0.04048191310806456,0.81164,0.06994228859090423,0.7749,0.09925233834357088,0.78743,0.05854301637827238,30
Vgg_AUG_CV_DatasetSemMarcador,0.8155966666666666,0.05373382847166412,0.7813333333333332,0.1055903099510346,0.7503033333333333,0.11290987108702626,0.7556133333333334,0.07693200778754071,30
Vgg_AUG_CV_DatasetMarcadorMovidoFixo,0.8493866666666666,0.0437833814236508,0.8195566666666667,0.07612643291846066,0.7889900000000002,0.09560104026630672,0.7999666666666667,0.06858590396154463,30
Vgg_AUG_CV_DatasetSegYolo,0.8435766666666666,0.04966404925989109,0.7975500000000003,0.07929922130765218,0.8123166666666666,0.10794590646347929,0.7989900000000001,0.06774681960554804,30
Vgg_AUG_CV_DatasetSegYolo2classes,0.85932,0.054487872656827654,0.8175533333333334,0.10224840580120989,0.8347766666666666,0.08737327464518098,0.82051,0.06761555220509553,30
